-1.041116011488606580e-01,-7.328324856095529416e-01,-9.703804101844119012e-01,-3.378791741813800820e-01,-8.552459682749600223e-01,-6.109880142870417752e-02,-2.007358107950440312e-02,-6.376011728468141682e-01,-8.931704389120697085e-01,-4.066916102293702817e-01,-9.992962219120896661e-01,-5.157077246709630414e-01,-2.867835498635241120e-01,-6.620290210957556765e-01,-4.029637333579459968e-01,-5.559831464341749019e-01,0.000000000000000000e+00
3.927501089197222850e-01,5.857189372632808366e-01,7.546093280101423550e-01,1.760326678650569326e-02,7.309438091202450360e-01,8.077047053381303243e-01,1.239693905785704264e-01,8.451782818001798425e-01,5.781888125609164764e-01,8.917903404512325105e-01,2.792259434970424392e-01,6.523136423091132619e-01,1.214779456271118802e-01,1.629839454838345192e-01,6.024081199229676387e-02,1.238745177588804480e-01,1.000000000000000000e+00
9.211352882146441740e-03,7.211061777767653336e-01,1.931821651066790435e-01,1.639515124203894114e-01,9.338021387426935771e-01,1.713393021831456989e-02,9.593552500389150584e-02,9.214263339635515582e-01,9.309260357250787044e-01,6.813896655433485106e-02,3.956523535747121789e-01,6.687510495382632536e-01,7.225991949004128001e-01,3.092349183239257449e-01,3.301731183317816454e-01,7.530365495212866245e-01,1.000000000000000000e+00
-7.725872942908855734e-01,-6.580381488151228198e-02,-7.898367453503470914e-01,-3.833326422823051804e-01,-6.512359069741728845e-01,-7.409153101764467952e-02,-7.273567949454594339e-02,-2.088618693335442950e-02,-7.348082145292159084e-02,-5.158103090557218939e-01,-2.149037000298152644e-01,-5.213464622088731515e-01,-9.687235913755932737e-01,-2.367029029405570140e-01,-3.521387176480519909e-01,-3.944088315487354057e-01,0.000000000000000000e+00
-7.328082120771958197e-01,-6.593611678742308246e-01,-4.809418673494931240e-01,-5.996223480807761491e-02,-7.548851076905603863e-01,-4.949143839872299222e-01,-9.706019829032648261e-01,-6.342843440175898184e-01,-3.728360556963226102e-01,-7.638663250800941107e-01,-8.527521003220701612e-01,-9.583952131928890061e-01,-1.098243079625565999e-01,-8.798564877078649538e-01,-6.800228685996219102e-01,-3.875075732033213538e-01,0.000000000000000000e+00
-3.234159791600550032e-02,-6.156730566226827073e-02,-4.333992063388862337e-01,-8.708358939200987470e-01,-5.997217893167072766e-01,-8.057261017930953395e-01,-8.663664644721075225e-01,-5.110425816662430565e-01,-6.731695086969277098e-01,-3.348593772965261645e-02,-5.839748602077772244e-01,-3.652202085151617372e-01,-2.367146493795556916e-01,-9.692729737172315341e-01,-2.567487330083975672e-01,-2.093973356318739043e-01,0.000000000000000000e+00
-5.986164896834476057e-01,-4.351219887386119090e-01,-9.603877307324216739e-01,-9.108355536661510987e-01,-6.114737310372565515e-01,-8.155630935351578792e-01,-2.757100556853072093e-01,-6.851882196687337778e-01,-4.517031669837099361e-01,-4.957237927954377676e-01,-4.057626165444138122e-01,-8.640443288002507272e-01,-1.269174635962720121e-01,-1.606447598974377888e-01,-5.587929205435890889e-01,-6.789754650777246603e-01,0.000000000000000000e+00
7.390000990048181118e-01,8.151620710614948528e-02,6.435810749357494531e-01,4.624438530939363745e-01,8.840002700572433536e-01,3.497177607705039271e-01,3.852412745873523905e-03,9.431635991371765115e-01,7.701239239938161285e-01,3.158919196065871349e-01,9.022901705017990492e-01,1.194250848168873919e-01,3.037302350624672131e-01,9.062151122421128191e-01,5.906726303475861029e-01,1.484310883306527440e-01,1.000000000000000000e+00
-1.323528782583479058e-01,-2.839937565878946635e-01,-3.197065420577406281e-01,-6.951579922521212984e-02,-5.772544498946178271e-01,-6.532818322218114648e-01,-6.652976198602746083e-02,-6.965382815240870329e-01,-3.929769334013082371e-01,-6.030187248700840108e-01,-7.601992143655984524e-01,-8.712566222733059140e-01,-6.003087371975052156e-01,-2.940756540407488684e-01,-7.836358272302134109e-01,-3.612892125209676286e-01,0.000000000000000000e+00
9.438056677744719458e-01,9.872635342729724206e-01,8.320292239977782334e-01,6.725150019115997413e-01,1.658178323327601511e-01,1.419169229201859561e-01,3.949006871820140985e-01,2.482633512699786993e-01,7.226838291355098809e-01,2.926297058719720678e-01,2.634148373684648270e-01,9.282070730304250450e-01,9.099708441582214924e-01,4.252515362315425484e-01,8.507722937223667348e-01,3.929208837714942004e-01,1.000000000000000000e+00
3.849305658497551019e-01,2.163317887655324123e-01,5.814181291628512938e-01,2.947022186737197763e-02,5.047329606870362140e-01,2.072126583172474446e-01,4.773942779694068661e-01,5.923077979079308664e-01,4.453625714206146391e-01,6.093857155126817249e-01,7.357855521042251379e-01,1.697378638505595561e-01,8.560150644197168646e-01,5.741184345197735128e-01,3.543157473976241145e-01,6.486422392475057475e-01,1.000000000000000000e+00
